pmid,year,title,abstract,label
20888992,2010,Prednisone plus cabazitaxel or mitoxantrone for metastatic castration-resistant prostate cancer progressing after docetaxel treatment: a randomised open-label trial.,"Cabazitaxel is a novel tubulin-binding taxane drug with antitumour activity in docetaxel-resistant cancers. We aimed to compare the efficacy and safety of cabazitaxel plus prednisone with those of mitoxantrone plus prednisone in men with metastatic castration-resistant prostate cancer with progressive disease after docetaxel-based treatment. We undertook an open-label randomised phase 3 trial in men with metastatic castration-resistant prostate cancer who had received previous hormone therapy, but whose disease had progressed during or after treatment with a docetaxel-containing regimen. Participants were treated with 10 mg oral prednisone daily, and were randomly assigned to receive either 12 mg/m(2) mitoxantrone intravenously over 15-30 min or 25 mg/m(2) cabazitaxel intravenously over 1 h every 3 weeks. The random allocation schedule was computer-generated; patients and treating physicians were not masked to treatment allocation, but the study team was masked to the data analysis. The primary endpoint was overall survival. Secondary endpoints included progression-free survival and safety. Analysis was by intention to treat. This study is registered at ClinicalTrials.gov, NCT00417079. 755 men were allocated to treatment groups (377 mitoxantrone, 378 cabazitaxel) and were included in the intention-to-treat analysis. At the cutoff for the final analysis (Sept 25, 2009), median survival was 15·1 months (95% CI 14·1-16·3) in the cabazitaxel group and 12·7 months (11·6-13·7) in the mitoxantrone group. The hazard ratio for death of men treated with cabazitaxel compared with those taking mitoxantrone was 0·70 (95% CI 0·59-0·83, p<0·0001). Median progression-free survival was 2·8 months (95% CI 2·4-3·0) in the cabazitaxel group and 1·4 months (1·4-1·7) in the mitoxantrone group (HR 0·74, 0·64-0·86, p<0·0001). The most common clinically significant grade 3 or higher adverse events were neutropenia (cabazitaxel, 303 [82%] patients vs mitoxantrone, 215 [58%]) and diarrhoea (23 [6%] vs one [<1%]). 28 (8%) patients in the cabazitaxel group and five (1%) in the mitoxantrone group had febrile neutropenia. Treatment with cabazitaxel plus prednisone has important clinical antitumour activity, improving overall survival in patients with metastatic castration-resistant prostate cancer whose disease has progressed during or after docetaxel-based therapy. Sanofi-Aventis.",C2
23650874,2014,Role of immunotherapy in castration-resistant prostate cancer (CRPC).,"Initial therapy for metastatic prostate cancer consists of androgenic suppression. However, this is only a palliative treatment with an effective duration that usually lasts 12-24 months. Historically, castration-resistant prostate cancer (CRPC) had been considered a chemoresistant tumour. In 2004, docetaxel received USA Food and Drug Administration approval as a first-line treatment for metastatic prostate cancer, after two independent phase III trials showed an increased survival benefit. Recently, five new drugs have shown increased survival in CRPC: sipuleucel-T (assymptomatic or minimally symptomatic), abiraterone acetate (before and after docetaxel), cabazitaxel (after docetaxel), MDV3100 (after docetaxel) and radium-223 (not suitable for docetaxel or after docetaxel). The identification of antigens in normal prostate tissue or prostate cancer that are recognised by immune effectors cells has resulted in several new studies based on immunotherapy. Prostate cancer disease provides a test system to determine the efficacy of vaccines for different reasons. This cancer is a tumour that grows relatively slowly. Recurrence is often diagnosed early (with many patients presenting only with biochemical progression), there is a biological marker that can predict prognosis and outcome (PSA doubling time), various specific antigens have been identified and characterised, and vaccines can be used with a good safety profile combined with anti-androgen therapy, chemotherapy, or radiotherapy. Here we provide a review of the main important immune treatments in CRPC.",C2
25814159,2015,From bench to bedside: bipolar androgen therapy in a pilot clinical study.,"Prostate cancer remains a leading cause of cancer death in Europe and the United States and is an emerging problem in Asia despite significant improvements in available treatments over the last few decades. Androgen deprivation therapy (ADT) has been the core treatment of advance-staged disease since the discovery of prostate cancer's androgen dependence in 1941 by Huggins et al. [1] Options for initial medical treatment include gonadotropin-releasing hormone analogues such as leuprolide (LHRH agonist) and degarelix (LHRH antagonist) and androgen receptor (AR) binding agents such as bicalutamide. Although most patients will initially respond to either surgical or medical castration, there is almost always progression to castration-resistant prostate cancer (CRPC) necessitating treatment with more novel agents. [2] However, even drugs such as abiraterone and enzalutamide, two next-generation agents used commonly in metastatic CRPC, have failed to demonstrate persistent efficacy in most patients. [3] ,[4].",A1
23138168,2012,New agents in metastatic prostate cancer.,"Discoveries of molecular mechanisms and therapeutic targets in metastatic castration-resistant prostate cancer (CRPC) have led to significant advancements in the development of effective agents in this setting, with diverse mechanisms of action. Within the past 2 years, 5 agents have been approved for the treatment of patients with metastatic CRPC (cabazitaxel, abiraterone, sipuleucel-T, denosumab, and enzalutamide), and another (Alpharadin) has shown overall survival benefit in a phase III trial. This article summarizes the phase III data showing clinical benefit from these agents, highlights other promising therapies in phase III studies as single agents (PROSTVAC-VF, ipilimumab, cabozantinib), discusses important unanswered questions regarding these therapies, and provides a schema for their use based on current regulatory approval and how this is likely to evolve as data from ongoing studies are reported. Although curative interventions in metastatic CRPC still do not exist, the hope is that optimization of therapeutic strategies can reduce the morbidity and mortality associated with this disease.",C2
22822591,2012,Abiraterone. After prostate cancer treatment failure: 4-month survival advantage.,"There is no standard treatment for metastatic prostate cancer that progresses despite castration and cytotoxic chemotherapy. Abiraterone inhibits both testicular and extratesticular androgen synthesis. It has been approved in the European Union for use in this situation, in which treatment options are extremely limited. Clinical evaluation is based on a double-blind comparative trial of good methodological quality that included 1195 patients. The median overall survival time was 4 months longer in the group treated with abiraterone + prednisone (or prednisolone) than in the group treated with placebo + prednisone (or prednisolone): 15.8 versus 11.2 months. The addition of prednisone (or prednisolone) reduced but did not eliminate the effects of hyperaldosteronism induced by abiraterone; oedema occurred in 26.7% of patients, arterial hypertension in 8.5%, and hypokalaemia in 17.1%. Moderate hepatotoxicity was reported with abiraterone and needs to be better assessed. Abiraterone was also associated with cardiac arrhythmias (7.2% versus 4.6% with placebo) and heart failure (1% versus 0.3%). Abiraterone is metabolised by cytochrome P450 isoenzyme CYP3A4 and inhibits isoenzyme CYP2D6, resulting in a high potential for drug interactions. Treatment is somewhat inconvenient. Abiraterone must be taken between meals, serum potassium levels must be monitored, and care must be taken to avoid interactions. Overall, the known risks of abiraterone appear to be acceptable in view of its efficacy, but patients must be carefully monitored. Abiraterone is one option to discuss with patients with metastatic prostate cancer after other treatments fail.",A1
25297491,2014,[Study on the therapy of castration-resistant prostate cancer: randomized phase II study of abiraterone acetate plus LHRH therapy vs. abiraterone acetate without LHRH therapy in patients with progressive chemotherapy-naïve castration-resistant prostate cancer [SPARE - AP 67/11 of the Association of Urogenital Oncology (AUO)]].,NA,A1
26510020,2015,DNA-Repair Defects and Olaparib in Metastatic Prostate Cancer.,"Prostate cancer is a heterogeneous disease, but current treatments are not based on molecular stratification. We hypothesized that metastatic, castration-resistant prostate cancers with DNA-repair defects would respond to poly(adenosine diphosphate [ADP]-ribose) polymerase (PARP) inhibition with olaparib. We conducted a phase 2 trial in which patients with metastatic, castration-resistant prostate cancer were treated with olaparib tablets at a dose of 400 mg twice a day. The primary end point was the response rate, defined either as an objective response according to Response Evaluation Criteria in Solid Tumors, version 1.1, or as a reduction of at least 50% in the prostate-specific antigen level or a confirmed reduction in the circulating tumor-cell count from 5 or more cells per 7.5 ml of blood to less than 5 cells per 7.5 ml. Targeted next-generation sequencing, exome and transcriptome analysis, and digital polymerase-chain-reaction testing were performed on samples from mandated tumor biopsies. Overall, 50 patients were enrolled; all had received prior treatment with docetaxel, 49 (98%) had received abiraterone or enzalutamide, and 29 (58%) had received cabazitaxel. Sixteen of 49 patients who could be evaluated had a response (33%; 95% confidence interval, 20 to 48), with 12 patients receiving the study treatment for more than 6 months. Next-generation sequencing identified homozygous deletions, deleterious mutations, or both in DNA-repair genes--including BRCA1/2, ATM, Fanconi's anemia genes, and CHEK2--in 16 of 49 patients who could be evaluated (33%). Of these 16 patients, 14 (88%) had a response to olaparib, including all 7 patients with BRCA2 loss (4 with biallelic somatic loss, and 3 with germline mutations) and 4 of 5 with ATM aberrations. The specificity of the biomarker suite was 94%. Anemia (in 10 of the 50 patients [20%]) and fatigue (in 6 [12%]) were the most common grade 3 or 4 adverse events, findings that are consistent with previous studies of olaparib. Treatment with the PARP inhibitor olaparib in patients whose prostate cancers were no longer responding to standard treatments and who had defects in DNA-repair genes led to a high response rate. (Funded by Cancer Research UK and others; ClinicalTrials.gov number, NCT01682772; Cancer Research UK number, CRUK/11/029.).",C2
27157640,2016,The Effect of Time to Castration Resistance on Outcomes With Abiraterone and Enzalutamide in Metastatic Prostate Cancer.,"Abiraterone and enzalutamide are 2 novel androgen receptor (AR)-targeting therapies that improve survival in patients with metastatic castration-resistant prostate cancer. The factors that predict abiraterone and enzalutamide response are lacking. The objective of the present study was to determine whether the outcomes from primary androgen deprivation therapy (ADT) could predict the outcomes with subsequent novel AR-targeting therapies. We identified 80 consecutive patients with metastatic castration-resistant prostate cancer treated with abiraterone or enzalutamide. Cox regression models were used to analyze the relationships between the primary ADT response and the primary outcome of progression-free survival (PFS) after initiating novel hormonal therapy. The secondary outcomes included prostate-specific antigen decline and overall survival. The survival probabilities were plotted using the Kaplan-Meier method, and the differences assessed with the log-rank test. The time to castration resistance with primary ADT showed a significant association with both PFS and overall survival after initiating novel hormone therapy (P = .032 and P = .028, respectively). Patients with progression during primary ADT before 1 year had a median PFS of 3.4 months compared with a median PFS of 7.6 and 8.1 months for patients whose time to castration resistance was ≥ 1 and ≤ 5 years (P = .008) and > 5 years (P = .026), respectively. However, the time to castration resistance was not an independent predictor of survival or the PSA response with novel AR-targeting therapy on multivariate analysis. A rapid time to progression during primary ADT was associated with poor outcomes but was not an independent predictor of the response to enzalutamide or abiraterone.",A1
25113804,2015,Docetaxel followed by abiraterone in metastatic castration-resistant prostate cancer: efficacy and predictive parameters in a large single center cohort.,"To report the outcome and course of disease in patients with metastatic castration-resistant prostate cancer (mCRPC) treated with first-line docetaxel followed by abiraterone acetate in a single center. In this retrospective observational study, we reviewed the course of disease of all applicable patients with mCRPC treated with docetaxel followed by abiraterone at our center. We analyzed progression-free survival (PFS) of docetaxel and abiraterone treatments. We further searched for predictive factors for the duration of treatment response. Median PFS between initiation of androgen deprivation therapy and the diagnosis of mCRPC was 32 months. Median PFS on docetaxel treatment was 9 months. Median PFS on abiraterone treatment was 11 months. Patients with higher Gleason scores (GS) (8-10) at initial diagnosis had a significantly longer median PFS on docetaxel as compared to patients with GS 6-7, p = 0.01. We demonstrate a significant correlation between the PFS on docetaxel and PFS on abiraterone in the post-docetaxel setting (Kendall tau r = 0.32, p = 0.019) as well as a significant negative correlation between the PSA nadir under abiraterone treatment and the time to progression under abiraterone (Kendall tau r = -0.43, p = 0.007). High Gleason score appears to be predictive of duration of response to docetaxel. Interestingly, progression-free survival with abiraterone appears to be correlated with the duration of response with docetaxel, whereas PSA decline and low nadir appear to be predictive of response to abiraterone.",A1
21426013,2011,"Novel, potent anti-androgens of therapeutic potential: recent advances and promising developments.","The beneficial effect of androgen ablation has been well established in prostate cancer therapy. Despite the initial response, patients typically relapse with a more aggressive form described as castration-resistant prostate cancer (CRCP), driven by continued androgen receptor (AR) signaling. This review details the current state of anti-androgen therapy, mainly for CRPC, with major emphasis on the most potent and promising compounds under development. Anti-androgen failure has been linked to elevated AR expression, increased expression of coactivator proteins, AR mutations, ligand-independent AR activation and persistent intraprostatic androgens. MDV3100, BMS-641988 and VN/124-1 were developed to overcome these mechanisms. In CRCP, prostate cancer cells still rely on intracellular androgens and, to a greater extent, on active AR for growth and survival. Therefore, potent anti-androgens that efficiently disrupt the functions (signaling) of AR are envisioned to be effective drugs for all types of prostate cancers.",E3
24352647,2014,Inhibition of protein kinase C/Twist1 signaling augments anticancer effects of androgen deprivation and enzalutamide in prostate cancer.,"The progression of prostate cancer to metastatic and castration-resistant disease represents a critical step. We previously showed that the transcription factor Twist1, which promotes epithelial-mesenchymal transition, was involved in castration-resistant progression. Similarly, protein kinase C (PKC) has been implicated in both metastatic progression and castration resistance in prostate cancer. In this study, we aimed to elucidate the role of PKC/Twist1 signaling in castration resistance, and to apply this information to the development of a novel therapeutic concept using PKC inhibitor Ro31-8220 against prostate cancer using various prostate cancer cell lines. Androgen deprivation and the next-generation antiandrogen enzalutamide induced PKC activation and Twist1 expression, which were reversed by the PKC inhibitor Ro31-8220. Ro31-8220 suppressed cell proliferation in androgen-dependent prostate cancer LNCaP cells, which was augmented by its combination with androgen deprivation or enzalutamide. The favorable anticancer effects of the combination of Ro31-8220 and enzalutamide were also observed in castration-resistant C4-2 and 22Rv1 cells. Furthermore, PKC phosphorylation was elevated in castration-resistant and enzalutamide-resistant cells compared with their parental cells, leading to persistent sensitivity to Ro-31-8220 in castration- and enzalutamide-resistant cells. Taken together, these findings indicate that PKC/Twist1 signaling contributes to castration resistance as well as enzalutamide resistance in prostate cancer, and suggest that therapeutics targeting PKC/Twist1 signaling, such as PKC inhibitors, represent a promising novel therapeutic strategy for prostate cancer, especially castration-resistant prostate cancer, when combined with enzalutamide.",E3
23362491,2013,Enzalutamide for the treatment of castration-resistant prostate cancer.,"Castration-resistant prostate cancer (CRPC) remains a major clinical challenge, given the mechanistic heterogeneity due to a complex signal transduction network. Enzalutamide (MDV-3100), recently approved by the U.S. Food and Drug Administration (FDA) at a dose of 160 mg/day for the treatment of CRPC, blocks androgen signaling by directly binding to the androgen receptor (AR) and inhibiting nuclear translocation and coactivator recruitment of the ligand-receptor complex. In preclinical studies, enzalutamide has been shown to block the binding of AR to DNA, resulting in apoptosis and retardation of tumor growth. Clinically, a phase I/II study (N = 140) revealed that enzalutamide had an optimal safety profile and significant antitumor activity in patients with CRPC regardless of prior chemotherapy. In the AFFIRM phase III trial (N = 1,199), oral enzalutamide significantly improved survival in men with metastatic CRPC after chemotherapy. Currently, a phase III trial (PREVAIL) is under way to determine the effectiveness of enzalutamide in patients who have not received prior docetaxel chemotherapy.",E3
26894509,2016,Targeting fatty acid synthase with ASC-J9 suppresses proliferation and invasion of prostate cancer cells.,"Fatty acid synthase (FASN) is the key enzyme for the control of fatty acid synthesis that contributes significantly to the prostate cancer (PCa) progression. It was reported that androgens were able to induce FASN expression in PCa, and addition of the anti-androgen Casodex might suppress the androgen-induced FASN expression. However, here we found androgen-deprivation-therapy (ADT) with anti-androgens Bicalutamide (Casodex) or Enzalutamide (MDV3100) had little effect to suppress FASN expression and FASN-mediated cell growth and invasion during the castration resistant stage when the androgen concentration is 1 nM DHT (dihydrotestosterone). In contrast, the newly developed androgen receptor (AR) degradation enhancer ASC-J9(®) suppressed FASN expression and FASN-mediated cell growth and invasion in various PCa cell lines at 1 nM DHT. Mechanism dissection found ASC-J9(®) could suppress significantly the FASN expression and FASN-mediated PCa progression via the AR-dependent pathway involving AR→SREBP-1→FASN signaling in AR-positive C4-2 and LNCaP cells and via the AR-independent pathway involving the modulation of PI3K/AKT→SREBP-1→FASN signaling in AR-negative PC-3 and DU145 cells. Together, these results suggest that FASN is one of the important mechanism why the current ADT eventually fails. ASC-J9(®) might represent a new potential therapeutic approach to suppress FASN-mediated PCa progression via both AR-dependent and AR-independent pathways during the castration resistant stage of PCa. © 2016 Wiley Periodicals, Inc.",E3
23235213,2012,Re: Increased survival with enzalutamide in prostate cancer after chemotherapy.,NA,E3
27617558,2016,Enzalutamide as monotherapy for advanced prostate cancer: why not?,"Prostate cancer (PCa) is an androgen-dependent disease. In some cases, the tumor progresses despite castration levels of serum testosterone, turning into the lethal phenotype of castration-resistant prostate cancer (CRPC), still driven by androgens and requiring the androgen receptor as a driver and responsible for progression. Enzalutamide, an androgen receptor inhibitor, is indicated for the treatment of metastatic CRPC, asymptomatic or mildly symptomatic, after failure of androgen deprivation. In both clinical trials that led to its approval, Enzalutamide was administered with an LHRH analog, setting the ""standard of care"" for its use. In this article we evaluate the available evidence and theory on the use of Enzalutamide as monotherapy. Androgen deprivation well-known adverse events, together with the fact that its clinical benefit is moderate and the evidence strength is weak, and the direct negative impact on the common chronic conditions affecting this age-group led to investigation of Enzalutamide without LHRH analogs. There are clinical trials on Enzalutamide monotherapy for hormone-sensitive prostate cancer with favourable outcomes, and there are also two ongoing studies in different advanced PCa scenarios, the PROSPER and EMBARK trials. It would be up to now a safe alternative, with less toxicity and lower costs. It is mandatory to validate these early results on the use on Enzalutamide monotherapy for advanced prostate cancer, hormone-sensitive or castration resistant, metastatic or not, but in the meantime, we wonder, why not?",E3
22815001,2012,[Therapy of castration-resistant prostate cancer].,"Within the last two years the therapy of castration resistant prostate cancer (CRPC) has made major advances. Both the COU-AA-301 phase III trial and the TROPIC trial showed a survival benefit for patients after docetaxel failure treated with abiraterone or cabazitaxel, respectively. With rising interest for chemotherapeutic options and novel drugs, our goal was to review within the context of a multidisciplinary team the available evidence and explore the standards for medical treatment of prostate cancer outside of clinical trials. From this background, we are carefully evaluating the current treatment recommendations, based on the available evidence, and highlight potential future treatment options but also discuss important clinical topics like treatment until progression versus the advantage of chemo holidays and definition of particular patient subgroups. Additionally, we focus on novel molecular entities, which will most likely be available in the near future, such as MDV3100 and Sipuleucel T. The role and importance of palliation with radiotherapy and proactive medical management of pain is also discussed, as well as new options for bone directed therapy. The multitude of treatment options for patients with advanced prostate cancer clearly asks for a close collaboration between urologists, medical oncologists and radiation therapists.",C2
23487849,2013,Abiraterone and castration-resistant prostate cancer.,NA,A1
24243919,2014,New therapeutic options in metastatic castration-resistant prostate cancer: Can cost-effectiveness analysis help in treatment decisions?,"To evaluate the cost-effectiveness of abiraterone, cabazitaxel, and enzalutamide compared to placebo for treatment of metastatic castration-resistant prostate cancer. A decision-tree model compared three treatment options for metastatic castration-resistant prostate cancer patients over 18 months from a societal perspective in 2012 USD. Chance nodes included baseline pain as a severity indicator, significant adverse effects (neutropenia, cardiac events, or seizures), and survival. Probabilities, survival rates, and health utilities were from clinical trials (COU-AA, TROPIC, and AFFIRM) and other published studies. Survival of enzalutamide was adjusted to match placebo groups across trials. Probabilistic sensitivity analyses, acceptability curves and net benefit calculations were performed. Abiraterone was the most cost-effective of the treatments ($123.4 K/quality-adjusted life year) compared to placebo, enzalutamide was $437.6 K/quality-adjusted life year compared to abiraterone, and cabazitaxel was $351.9 K/quality-adjusted life year compared to enzalutamide. Enzalutamide and cabazitaxel were not cost-effective compared to placebo at $154.3 K/quality-adjusted life year and $163.2 K/quality-adjusted life year, respectively. Acceptability curves showed abiraterone was cost-effective 29.3% of the time with a willingness to pay threshold of $100 K. The model was sensitive to changes in cost of the drugs, life expectancy, and survival rate. Sensitivity analysis shows that enzalutamide can become the most cost-effective option if the price of the medication decreased by 26% and other drug costs remained the same. Based on the cost-effective analysis, and survival adjustments necessary to match placebo groups, we would recommend abiraterone for treatment of metastatic castration-resistant prostate cancer despite not quite falling under the usually accepted willingness to pay threshold. Further analysis should examine comparative survival across the three drugs.",C2
21239011,2011,Use of abiraterone for prostate cancer.,NA,A1
24305618,2014,Molecular pathways: targeting resistance in the androgen receptor for therapeutic benefit.,"Androgen receptor signaling is critical in the development and progression of prostate cancer, leading to intensive efforts to elucidate all potential points of inflection for therapeutic intervention. These efforts have revealed new mechanisms of resistance and raise the possibility that known mechanisms may become even more relevant in the context of effective androgen receptor suppression. These mechanisms include tumoral appropriation of alternative androgen sources, alterations in androgen receptor expression, androgen receptor mutations, truncated androgen receptor variants, alterations and cross-talk in recruitment of cofactors to androgen receptor binding sites in the genome, and androgen receptor-driven oncogenic gene fusions. New agents such as enzalutamide, EPI-001, androgen receptor-specific peptidomimetics, novel HSP90 inhibitors, and PARP inhibitors, as well as new approaches to cotargeting the androgen receptor pathway, point to the potential for more complete and durable control of androgen receptor-mediated growth.",E3
24494031,2014,"Preclinical Development of ONC1-13B, Novel Antiandrogen for Prostate Cancer Treatment.","Recently new drugs targeting androgen-dependent axis have been approved for the treatment of castration-resistant prostate cancer (CRPC) - Zytiga and Xtandi (formerly MDV3100), several other candidates (for example, ARN-509) are in early phases of clinical trials. However despite significant improvement in overall survival with new treatments it is evident that resistance to these drugs develops. One of the approaches to overcome it is combination therapy and from this point of view some potential for drug-drug interactions can limit the application of the drug. We describe here the preclinical development of ONC1-13B, antagonist of androgen receptor, with similar to MDV3100 and ARN-509 mechanism of action. It efficiently inhibits DHT-stimulated PSA expression and proliferation of prostate cancer cells, prevents binding of androgens to the AR ligand-binding domain, androgen-stimulated AR nuclear translocation and coactivator complex formation. In the LnCaP-Z2 xenograft model of prostate cancer ONC1-13B inhibits tumor growth and suppresses PSA expression. The in vivo activity of ONC1-13B is comparable to that of MDV3100 at similar doses, and even higher, calculated per unit of concentration in plasma. Distribution of ONC1-13B to the brain is less than that shown for MDV3100 and ARN-509, decreasing the risk of GABA-related seizure development. Additionally ONC1-13B induces significantly lower in vitro CYP3A activity than for example MDV3100 (known strong CYP3A inducer) or ARN-509 and could be well suited for co-therapy with drugs that are known CYP3A substrates. Thus ONC1-13B is a new promising antiandrogen demonstrating high efficacy in a preclinical model of prostate cancer, with lower potential for seizures and drug-drug interaction.",E3
24451751,2014,State-of-the-Art Management for the Patient with Castration-Resistant Prostate Cancer in 2012.,"Much progress has been made in metastatic castration-resistant prostate cancer (CRPC), and multiple new U.S. Food and Drug Administration (FDA)-approved survival-prolonging drugs are now available. In 2004, docetaxel/prednisone was the first therapy shown to prolong survival. In 2010 and 2011, sipuleucel-T, cabazitaxel/prednisone, and abiraterone/prednisone were FDA approved. Two new agents, radium-223 and MDV-3100, have recently reported large phase III trials prolonging overall survival and will be submitted for regulatory approval in 2012. One can now begin to ask, is there an optimal sequence for therapies in metastatic CRPC? Despite the recent progress, there is much we do not know and virtually no information on this important question. We know that abiraterone/prednisone and cabazitaxel/prednisone are appropriate choices for a patient after receiving docetaxel, but we do not know what, if anything, represents the optimal sequence for abiraterone and cabazitaxel. In fact we do not understand how one therapy may affect the response to a subsequent therapy. We are also aware that the pre- and postdocetaxel spaces represent regulatory rather than biologic divisions. In addition, despite the proven role of docetaxel/prednisone, many patients with CRPC are not considered to be suitable for chemotherapy, and worldwide many never receive any form of chemotherapy. What is the optimal management for these patients? Taken together it is reasonable to assess patient preferences, prior therapies and response/tolerance to prior therapies, burden of disease, comorbidities, current symptoms, drug toxicities, out-of-pocket costs, etc., in clinical decision making. Given the many factors we do not know, it is hard to be dogmatic in approaching the therapeutic options for the patient with CRPC. We will likely soon move beyond the current sequencing paradigm and begin to assess new combinations in a systematic and rational fashion. Perhaps one day, in the not too distant future, we will develop molecular ""stratification systems"" to better guide therapeutic choices in CRPC.",C2
26537882,2015,Clinical Relevance of Androgen Receptor Splice Variants in Castration-Resistant Prostate Cancer.,"Metastatic castration-resistant prostate cancer (mCRPC) currently benefits from a wealth of treatment options, yet still remains lethal in the vast majority of patients. It is becoming increasingly understood that this disease entity continues to evolve over time, acquiring additional and diverse resistance mechanisms with each subsequent therapy used. This dynamic relationship between treatment pressure and disease resistance can be challenging for the managing clinician. The recent discovery of alternate splice variants of the androgen receptor (AR) is one potential mechanism of escape in mCRPC, and recognizing this resistance mechanism might be important for optimal treatment selection for our patients. AR-V7 appears to be the most relevant AR splice variant, and early clinical data suggest that it is a negative prognostic marker in mCRPC. Emerging evidence also suggests that detection of AR-V7 may be associated with resistance to novel hormonal therapy (abiraterone and enzalutamide) but may be compatible with sensitivity to taxane chemotherapy (docetaxel and cabazitaxel). Adding to this complexity is the observation that AR-V7 is a dynamic marker whose status may change across time and depending on selective pressures induced by different therapies. Finally, it is possible that AR-V7 may represent a therapeutic target in mCRPC if drugs can be designed that degrade or inhibit AR splice variants or block their transcriptional activity. Several such agents (including galeterone, EPI-506, and bromodomain/BET inhibitors) are now in clinical development.",C2
21734586,2011,Recent advances in second-line treatment of castration-resistant prostate cancer.,"Patients with metastatic castration-resistant prostate cancer (CRPC) no longer responsive to docetaxel have a poor prognosis, worsened quality-of-life, and traditionally few options for treatment. This review addresses promising and practice-changing developments for the treatment of CRPC in the second-line setting. Recent data for cabazitaxel, a novel taxane chemotherapy, and abiraterone acetate, a novel inhibitor of androgen synthesis, demonstrate significant improvements in the survival of patients with docetaxel-refractory CRPC. We review the mechanisms of action of these agents and data from phase III clinical trials, contextualizing their place in therapy. We also update other areas of investigation, including oral platinum analogues, vascular-endothelial growth factor receptor targeted therapy, inhibitors of chaperone proteins, and androgen receptor antagonists. Upon disease progression after first-line docetaxel chemotherapy, cabazitaxel and abiraterone improve survival of patients with CRPC and are important novel treatment options. Potential toxicity from cabazitaxel necessitates careful patient selection and supportive care. Both abiraterone and cabazitaxel are also being evaluated in the first-line setting, and therefore the optimal sequencing of therapies remains uncertain. Many other novel agents continue to be evaluated and promising classes of agents include antisense oligonucleotides against clusterin (custirsen) and androgen receptor antagonists (MDV3100).",C2
22258375,2012,[Role of chemotherapy in castration-resistant prostate cancer: are there new approaches?].,"Chemotherapy options for the treatment of metastatic castration-resistant prostate cancer (CRPC) have been very limited for many decades. Until 2004, only mitoxantrone was approved, providing palliation, but no survival benefit. With the introduction of docetaxel, the landscape of chemotherapy for CRPC changed substantially. Prednisone and three-weekly docetaxel showed an overall survival (OS) benefit compared to mitoxantrone plus prednisone, in addition to a significant improvement of quality of life and pain reduction. Further strategies to treat CRPC with chemotherapy include reinduction with docetaxel in responding patients and the use of cabazitaxel, a novel semi-synthetic microtubule inhibitor, in the docetaxel-refractory population. This review article is meant to guide physicians through the optimal use of chemotherapy in CRPC patients in daily clinical practice.",C2
26109877,2015,A profile of enzalutamide for the treatment of advanced castration resistant prostate cancer.,"Recent advances in understanding the mechanisms underlying the development and progression of castration resistant prostate cancer from androgen-sensitive prostate cancer have provided new avenues exploring efficacious therapies in a disease which is the second leading cause of cancer deaths among men in the western world. In the evolution of second generation anti-androgens, enzalutamide, a novel androgen-receptor signaling inhibitor, has emerged targeting multiple steps within the androgenic stimulation pathway. This review discusses what is currently known of the mechanisms surrounding castration resistant prostate cancer development and the current human clinical trials to determine whether enzalutamide presents a new hope for men with advanced prostate cancer. The issues of therapy resistance, withdrawal effects and cross-resistance are briefly touched upon.",E3
24985962,2015,"Combining enzalutamide with abiraterone, prednisone, and androgen deprivation therapy in the STAMPEDE trial.","There are compelling reasons to study the addition of both enzalutamide and abiraterone, in combination, to standard-of-care for hormone-naïve prostate cancer. Through a protocol amendment, this will be assessed in the STAMPEDE trial, with overall survival as primary outcome measure.",E3
27179779,2016,Restoration of the cellular secretory milieu overrides androgen dependence of in vivo generated castration resistant prostate cancer cells overexpressing the androgen receptor.,"It is believed that growth of castration resistant prostate cancer (CRPC) cells is enabled by sensitization to minimal residual post-castrate androgen due to overexpression of the androgen receptor (AR). Evidence is derived from androgen-induced colony formation in the absence of cell-secreted factors or from studies involving forced AR overexpression in hormone-dependent cells. On the other hand, standard cell line models established from CRPC patient tumors (e.g., LNCaP and VCaP) are hormone-dependent and require selection pressure in castrated mice to re-emerge as CRPC cells and the resulting tumors then tend to be insensitive to the androgen antagonist enzalutamide. Therefore, we examined established CRPC model cells produced by castration of mice bearing hormone-dependent cell line xenografts including CRPC cells overexpressing full-length AR (C4-2) or co-expressing wtAR and splice-variant AR-V7 that is incapable of ligand binding (22Rv1). In standard colony formation assays, C4-2 cells were shown to be androgen-dependent and sensitive to enzalutamide whereas 22Rv1 cells were incapable of colony formation under identical conditions. However, both C4-2 and 22Rv1 cells formed colonies in conditioned media derived from the same cells or from HEK293 fibroblasts that were proven to lack androgenic activity. This effect was (i) not enhanced by androgen, (ii) insensitive to enzalutamide, (iii) dependent on AR (in C4-2) and on AR-V7 and wtAR (in 22Rv1) and (iv) sensitive to inhibitors of several signaling pathways, similar to androgen-stimulation. Therefore, during progression to CRPC in vivo, coordinate cellular changes accompanying overexpression of AR may enable cooperation between hormone-independent activity of AR and actions of cellular secretory factors to completely override androgen-dependence and sensitivity to drugs targeting hormonal factors.",E3
24433842,2014,Reply to: Enzalutamide after failure of docetaxel and abiraterone in metastatic castrate resistant prostate cancer.,NA,E3
22575202,2012,Prolonged therapy with cabazitaxel in an octogenarian with metastatic castration-resistant prostate cancer.,NA,C2
